Date,Open,High,Low,Close,Adj Close,Volume,50MA - average closing price over 50 days,200MA - average closing price over 200 days,Volatility
2021-04-30,249.74000549316406,253.0800018310547,249.60000610351562,252.17999267578125,247.17201232910156,30945100,,,
2021-05-03,253.39999389648438,254.35000610351562,251.1199951171875,251.86000061035156,246.85836791992188,19626600,,,
2021-05-04,250.97000122070312,251.2100067138672,245.75999450683594,247.7899932861328,242.86917114257812,32756100,,,
2021-05-05,249.05999755859375,249.5,245.82000732421875,246.47000122070312,241.5753936767578,21901300,,,
2021-05-06,246.4499969482422,249.86000061035156,244.69000244140625,249.72999572753906,244.7706756591797,26491100,,,
2021-05-07,252.14999389648438,254.3000030517578,251.1699981689453,252.4600067138672,247.44644165039062,27032900,,,
2021-05-10,250.8699951171875,251.72999572753906,247.1199951171875,247.17999267578125,242.27130126953125,29299900,,,
2021-05-11,244.5500030517578,246.60000610351562,242.57000732421875,246.22999572753906,241.3401641845703,33641600,,,
2021-05-12,242.1699981689453,244.3800048828125,238.07000732421875,239.0,234.2537384033203,36684400,,,
2021-05-13,241.8000030517578,245.60000610351562,241.4199981689453,243.02999877929688,238.20372009277344,29624300,,,
2021-05-14,245.5800018310547,249.17999267578125,245.49000549316406,248.14999389648438,243.2220458984375,23901100,,,
2021-05-17,246.5500030517578,246.58999633789062,243.52000427246094,245.17999267578125,240.31101989746094,24970200,,,
2021-05-18,246.27000427246094,246.41000366210938,242.89999389648438,243.0800018310547,238.2527313232422,20168000,,,
2021-05-19,239.30999755859375,243.22999572753906,238.60000610351562,243.1199951171875,238.8421630859375,25739800,,,
2021-05-20,243.9600067138672,247.9499969482422,243.86000061035156,246.47999572753906,242.14305114746094,21800700,,,
2021-05-21,247.57000732421875,248.3300018310547,244.74000549316406,245.1699981689453,240.85609436035156,21863100,,,
2021-05-24,247.7899932861328,251.16000366210938,247.50999450683594,250.77999877929688,246.36737060546875,21411500,,,
2021-05-25,251.77000427246094,252.75,250.82000732421875,251.72000122070312,247.2908477783203,17704300,,,
2021-05-26,251.42999267578125,252.94000244140625,250.75,251.49000549316406,247.06491088867188,17771600,,,
2021-05-27,251.1699981689453,251.47999572753906,249.25,249.30999755859375,244.92323303222656,24426200,,,
2021-05-28,251.0,252.0800018310547,249.55999755859375,249.67999267578125,245.2867431640625,18270200,,,
2021-06-01,251.22999572753906,251.2899932861328,246.9600067138672,247.39999389648438,243.04685974121094,23213300,,,
2021-06-02,248.1300048828125,249.27000427246094,245.83999633789062,247.3000030517578,242.94862365722656,19406700,,,
2021-06-03,245.22000122070312,246.33999633789062,243.0,245.7100067138672,241.3865966796875,25307700,,,
2021-06-04,247.75999450683594,251.64999389648438,247.50999450683594,250.7899932861328,246.37721252441406,25281100,,,
2021-06-07,249.97999572753906,254.08999633789062,249.80999755859375,253.80999755859375,249.34408569335938,23079200,,,
2021-06-08,255.16000366210938,256.010009765625,252.50999450683594,252.57000732421875,248.1259002685547,22455000,,,
2021-06-09,253.80999755859375,255.52999877929688,253.2100067138672,253.58999633789062,249.12794494628906,17937600,,,
2021-06-10,254.2899932861328,257.4599914550781,253.6699981689453,257.239990234375,252.7136993408203,24563600,,,
2021-06-11,257.989990234375,258.489990234375,256.6099853515625,257.8900146484375,253.35231018066406,18999700,,,
2021-06-14,257.8999938964844,259.95001220703125,256.79998779296875,259.8900146484375,255.31712341308594,19150500,,,
2021-06-15,259.7699890136719,259.989990234375,257.67999267578125,258.3599853515625,253.81399536132812,18038900,,,
2021-06-16,259.3999938964844,260.5799865722656,254.4199981689453,257.3800048828125,252.8512420654297,27220000,,,
2021-06-17,256.07000732421875,261.75,256.010009765625,260.8999938964844,256.309326171875,27565500,,,
2021-06-18,259.6300048828125,262.29998779296875,258.75,259.42999267578125,254.86521911621094,37202200,,,
2021-06-21,259.82000732421875,263.5199890136719,257.9200134277344,262.6300048828125,258.0088806152344,26696100,,,
2021-06-22,262.7200012207031,265.7900085449219,262.3999938964844,265.510009765625,260.83819580078125,24694100,,,
2021-06-23,265.989990234375,266.8299865722656,264.42999267578125,265.2699890136719,260.6023864746094,19518700,,,
2021-06-24,266.1600036621094,267.8500061035156,265.4700012207031,266.69000244140625,261.9974365234375,21446900,,,
2021-06-25,266.2300109863281,267.25,264.760009765625,265.0199890136719,260.3568115234375,25611100,,,
2021-06-28,266.19000244140625,268.8999938964844,265.9100036621094,268.7200012207031,263.9917297363281,19590000,,,
2021-06-29,268.8699951171875,271.6499938964844,267.9800109863281,271.3999938964844,266.62457275390625,19937800,,,
2021-06-30,270.69000244140625,271.3599853515625,269.6000061035156,270.8999938964844,266.13336181640625,21656500,,,
2021-07-01,269.6099853515625,271.8399963378906,269.6000061035156,271.6000061035156,266.821044921875,16725300,,,
2021-07-02,272.82000732421875,278.0,272.5,277.6499938964844,272.76458740234375,26458000,,,
2021-07-06,278.0299987792969,279.3699951171875,274.29998779296875,277.6600036621094,272.7743835449219,31565600,,,
2021-07-07,279.3999938964844,280.69000244140625,277.1499938964844,279.92999267578125,275.0044860839844,23260000,,,
2021-07-08,276.8999938964844,278.7300109863281,274.8699951171875,277.4200134277344,272.5386657714844,24618600,,,
2021-07-09,275.7200012207031,278.04998779296875,275.32000732421875,277.94000244140625,273.04949951171875,23916700,,,
2021-07-12,279.1600036621094,279.7699890136719,276.5799865722656,277.32000732421875,272.4403991699219,18931700,256.76019897460935,,11.30964220016215
2021-07-13,277.5199890136719,282.8500061035156,277.3900146484375,280.9800109863281,276.0360412597656,26120100,257.3361993408203,,11.794606611721669
2021-07-14,282.3500061035156,283.6600036621094,280.54998779296875,282.510009765625,277.5390930175781,23113700,257.94919952392576,,12.290254998668255
2021-07-15,282.0,282.510009765625,279.8299865722656,281.0299987792969,276.0851135253906,22604200,258.61399963378904,,12.623984212328816
2021-07-16,282.07000732421875,284.1000061035156,279.4599914550781,280.75,275.8100280761719,26186800,259.299599609375,,12.879272495530998
2021-07-19,278.92999267578125,280.3699951171875,274.45001220703125,277.010009765625,272.1358337402344,32935600,259.8451998901367,,13.04239919930059
2021-07-20,278.0299987792969,280.9700012207031,276.260009765625,279.32000732421875,274.4052429199219,26259700,260.38239990234376,,13.282950957255522
2021-07-21,278.8999938964844,281.5199890136719,277.2900085449219,281.3999938964844,276.4486083984375,24364300,261.0667999267578,,13.469101489331406
2021-07-22,283.8399963378906,286.4200134277344,283.4200134277344,286.1400146484375,281.10528564453125,23384100,261.8650003051758,,13.751509896314793
2021-07-23,287.3699951171875,289.989990234375,286.5,289.6700134277344,284.5731201171875,22768100,262.87840057373046,,13.898361896992137
2021-07-26,289.0,289.69000244140625,286.6400146484375,289.04998779296875,283.9640197753906,23176100,263.7988003540039,,14.079725504319988
2021-07-27,289.42999267578125,289.5799865722656,282.95001220703125,286.5400085449219,281.4981689453125,33604100,264.56660064697263,,14.254606405862367
2021-07-28,288.989990234375,290.1499938964844,283.8299865722656,286.2200012207031,281.18377685546875,33566900,265.3874008178711,,14.297024042605393
2021-07-29,286.239990234375,288.6199951171875,286.0799865722656,286.5,281.4588623046875,18168300,266.25580078125,,14.232942384507929
2021-07-30,285.1700134277344,286.6600036621094,283.9100036621094,284.9100036621094,279.8968811035156,20944800,267.09160095214844,,14.072727628380564
2021-08-02,286.3599853515625,286.7699890136719,283.739990234375,284.82000732421875,279.8084411621094,16267400,267.858401184082,,13.970888446322762
2021-08-03,285.4200134277344,287.2300109863281,284.0,287.1199951171875,282.0679931640625,17879000,268.69740112304686,,13.839568973755586
2021-08-04,286.2200012207031,287.5899963378906,284.6499938964844,286.510009765625,281.4687194824219,16191300,269.41200134277346,,13.817965860659886
2021-08-05,286.8800048828125,289.6300048828125,286.1000061035156,289.5199890136719,284.42572021484375,13900200,270.1680010986328,,13.864225262326762
2021-08-06,288.510009765625,289.5,287.6199951171875,289.4599914550781,284.3668212890625,16589300,270.9274008178711,,13.860161187844668
2021-08-09,289.75,291.54998779296875,287.80999755859375,288.3299865722656,283.2566833496094,16117600,271.70780059814456,,13.715912117780372
2021-08-10,288.79998779296875,289.25,285.20001220703125,286.44000244140625,281.39996337890625,18616600,272.44300079345703,,13.49449887829409
2021-08-11,287.2099914550781,288.6600036621094,285.8599853515625,286.95001220703125,281.9009704589844,13955900,273.23400115966797,,13.15138745344601
2021-08-12,286.6300048828125,289.9700012207031,286.3399963378906,289.80999755859375,284.7106018066406,14561300,274.0842010498047,,12.810263751430009
2021-08-13,289.4800109863281,292.8999938964844,289.29998779296875,292.8500061035156,287.6971435546875,18249000,275.02700103759764,,12.407746885477776
2021-08-16,293.19000244140625,294.82000732421875,290.0199890136719,294.6000061035156,289.4162902832031,22507600,275.9032012939453,,12.206505955160262
2021-08-17,292.3900146484375,293.42999267578125,291.0799865722656,293.0799865722656,287.923095703125,20075300,276.68860107421875,,12.017869564415465
2021-08-18,292.0400085449219,294.82000732421875,290.2699890136719,290.7300109863281,286.16119384765625,21813000,277.4518011474609,,11.661344800061697
2021-08-19,288.69000244140625,297.4700012207031,288.6400146484375,296.7699890136719,292.1063232421875,29850500,278.3154010009766,,11.455216780625387
2021-08-20,299.7200012207031,305.8399963378906,298.05999755859375,304.3599853515625,299.5769958496094,40817600,279.2578009033203,,11.623005985914734
2021-08-23,303.25,305.3999938964844,301.8500061035156,304.6499938964844,299.8624572753906,22830200,280.19300048828126,,11.749138397992628
2021-08-24,305.0199890136719,305.6499938964844,302.0,302.6199951171875,297.8643493652344,18175800,281.04760009765624,,11.796153152893075
2021-08-25,304.29998779296875,304.5899963378906,300.4200134277344,302.010009765625,297.26397705078125,20006100,281.9206005859375,,11.697636683267516
2021-08-26,300.989990234375,302.42999267578125,298.95001220703125,299.0899963378906,294.38983154296875,17666100,282.7548004150391,,11.395177408145045
2021-08-27,298.989990234375,300.8699951171875,296.8299865722656,299.7200012207031,295.0099792480469,22605700,283.53120056152346,,11.196481727859108
2021-08-30,301.1199951171875,304.2200012207031,301.05999755859375,303.5899963378906,298.81915283203125,16348100,284.4144006347656,,10.996459447838022
2021-08-31,304.4200134277344,304.5,301.5,301.8800048828125,297.1360168457031,26285300,285.19940063476565,,10.80897216363827
2021-09-01,302.8699951171875,305.19000244140625,301.489990234375,301.8299865722656,297.0867919921875,18983800,285.9258001708984,,10.678398511742005
2021-09-02,302.20001220703125,303.3599853515625,300.17999267578125,301.1499938964844,296.4174499511719,16285600,286.6434002685547,,10.465441271181081
2021-09-03,300.989990234375,302.6000061035156,300.260009765625,301.1400146484375,296.4076232910156,14747900,287.3324005126953,,10.256929231595302
2021-09-07,301.010009765625,301.0899963378906,298.20001220703125,300.17999267578125,295.4626770019531,17180400,288.0356005859375,,9.8948736121004
2021-09-08,299.7799987792969,300.6099853515625,297.4700012207031,300.2099914550781,295.49224853515625,15046800,288.665400390625,,9.639214857803141
2021-09-09,300.82000732421875,302.1400146484375,297.0,297.25,292.5787658691406,19927000,289.1824005126953,,9.384143512181923
2021-09-10,298.4200134277344,299.9200134277344,295.3800048828125,295.7099914550781,291.06298828125,19633400,289.6786004638672,,9.047603872282734
2021-09-13,297.54998779296875,298.5400085449219,294.0799865722656,296.989990234375,292.32281494140625,23652900,290.1864001464844,,8.718764043779924
2021-09-14,299.55999755859375,301.3900146484375,298.1000061035156,299.7900085449219,295.0788879394531,21853400,290.62920043945314,,8.630853155900553
2021-09-15,303.260009765625,305.32000732421875,301.82000732421875,304.82000732421875,300.0298156738281,28356300,291.17240051269533,,8.652609966928742
2021-09-16,303.760009765625,305.30999755859375,300.760009765625,305.2200012207031,300.4235534667969,19550800,291.67820068359373,,8.720918978660873
2021-09-17,304.1700134277344,304.5,299.5299987792969,299.8699951171875,295.1575927734375,41372500,292.1272003173828,,8.548059240824927
2021-09-20,296.3299865722656,298.7200012207031,289.5199890136719,294.29998779296875,289.6751403808594,38278700,292.45440002441404,,8.303537433879228
2021-09-21,295.69000244140625,297.5400085449219,294.07000732421875,294.79998779296875,290.16729736328125,22364100,292.8039996337891,,8.016346701009306
2021-09-22,296.7300109863281,300.2200012207031,294.510009765625,298.5799865722656,293.8878479003906,26626300,293.1559991455078,,7.871660667921231
2021-09-23,298.8500061035156,300.8999938964844,297.5299987792969,299.55999755859375,294.85247802734375,18604600,293.4969989013672,,7.769707143901132
2021-09-24,298.2300109863281,299.79998779296875,296.92999267578125,299.3500061035156,294.6457824707031,14999000,293.86339904785154,,7.599903670032544
2021-09-27,296.1400146484375,296.4700012207031,292.94000244140625,294.1700134277344,289.5471496582031,23571700,294.1317993164063,,7.360538878448821
2021-09-28,289.79998779296875,290.7799987792969,282.75,283.5199890136719,279.0645446777344,43186200,294.2619989013672,,7.104621003205791
2021-09-29,285.1000061035156,286.7699890136719,283.010009765625,284.0,279.5369873046875,26353700,294.3555987548828,,6.932493445012066
2021-09-30,285.7099914550781,287.8299865722656,281.6199951171875,281.9200134277344,277.4897155761719,32343600,294.3659991455078,,6.913023024708292
2021-10-01,282.1199951171875,289.9800109863281,281.2900085449219,289.1000061035156,284.55682373046875,30086300,294.4251989746094,,6.85356024037081
2021-10-04,287.3999938964844,287.75,280.25,283.1099853515625,278.6609802246094,31350700,294.29399841308594,,7.007510112458157
2021-10-05,284.04998779296875,290.3999938964844,284.04998779296875,288.760009765625,284.2221984863281,24993000,294.28819885253904,,7.012057257375869
2021-10-06,285.7799987792969,293.6300048828125,285.510009765625,293.1099853515625,288.5038146972656,28002600,294.4195983886719,,6.924916332156751
2021-10-07,295.17999267578125,296.6400146484375,293.9200134277344,294.8500061035156,290.2164611816406,20430500,294.59219848632813,,6.823176532306185
2021-10-08,296.2200012207031,296.6400146484375,293.760009765625,294.8500061035156,290.2164611816406,17685700,294.75919860839844,,6.722516987852716
2021-10-11,292.9200134277344,297.9700012207031,292.75,294.2300109863281,289.60626220703125,19298600,294.94559875488284,,6.571359697877154
2021-10-12,295.3399963378906,295.44000244140625,292.3500061035156,292.8800048828125,288.2774353027344,17974100,295.1067987060547,,6.4148988740912225
2021-10-13,294.9100036621094,297.2799987792969,293.489990234375,296.30999755859375,291.6535339355469,23416300,295.2905987548828,,6.312224912074642
2021-10-14,299.2099914550781,303.2699890136719,297.8299865722656,302.75,297.9923400878906,27262900,295.61539855957034,,6.2688640411769265
2021-10-15,302.3399963378906,304.45001220703125,300.5199890136719,304.2099914550781,299.42938232421875,25384800,295.9091986083984,,6.321378124163521
2021-10-18,303.57000732421875,308.2099914550781,302.69000244140625,307.2900085449219,302.46099853515625,22729300,296.2657989501953,,6.451710135195051
2021-10-19,308.3500061035156,309.29998779296875,307.2200012207031,308.2300109863281,303.38623046875,17682100,296.6637994384766,,6.564979213910205
2021-10-20,309.2099914550781,309.70001220703125,306.1099853515625,307.4100036621094,302.5791015625,16537100,297.0831994628906,,6.568335783117594
2021-10-21,307.1700134277344,311.0199890136719,306.3599853515625,310.760009765625,305.87646484375,16918100,297.5593994140625,,6.680834680605115
2021-10-22,310.3999938964844,311.0899963378906,307.79998779296875,309.1600036621094,304.3016357421875,17449300,297.9463995361328,,6.782444903418333
2021-10-25,309.3599853515625,309.3999938964844,306.4599914550781,308.1300048828125,303.2878112792969,17554500,298.25199951171874,,6.891490477556508
2021-10-26,311.0,312.3999938964844,308.6000061035156,310.1099853515625,305.2366638183594,28107300,298.5621990966797,,7.070494876755731
2021-10-27,316.0,326.1000061035156,316.0,323.1700134277344,318.0914611816406,52588700,299.16399963378905,,7.83371138612585
2021-10-28,324.3299865722656,324.8699951171875,321.3599853515625,324.3500061035156,319.25286865234375,26297900,299.83639953613283,,8.50879658381071
2021-10-29,324.1300048828125,332.0,323.8999938964844,331.6199951171875,326.4085998535156,34766000,300.5333996582031,,9.608759781073319
2021-11-01,331.3599853515625,331.489990234375,326.3699951171875,329.3699951171875,324.1940002441406,27073200,301.0335998535156,,10.428064009000911
2021-11-02,330.30999755859375,333.45001220703125,330.0,333.1300048828125,327.8948974609375,26487100,301.6032000732422,,11.36532510217668
2021-11-03,333.8999938964844,334.8999938964844,330.6499938964844,334.0,328.7512512207031,21500100,302.2308001708984,,12.254266061365731
2021-11-04,332.8900146484375,336.5400085449219,329.510009765625,336.44000244140625,331.1529541015625,23992200,302.9194000244141,,13.174416365574707
2021-11-05,338.510009765625,338.7900085449219,334.4200134277344,336.05999755859375,330.77886962890625,22570100,303.65880004882814,,13.968621054922755
2021-11-08,337.29998779296875,337.6499938964844,334.44000244140625,336.989990234375,331.69427490234375,20897000,304.4041998291016,,14.72791975555728
2021-11-09,337.1099853515625,338.7200012207031,334.5299987792969,335.95001220703125,330.67059326171875,21307400,305.05140014648435,,15.38764501395419
2021-11-10,334.57000732421875,334.6300048828125,329.9200134277344,330.79998779296875,325.6015319824219,25500900,305.6297998046875,,15.803904222057096
2021-11-11,331.25,333.7699890136719,330.510009765625,332.42999267578125,327.2059020996094,16849800,306.24179992675784,,16.24021877943614
2021-11-12,333.9200134277344,337.2300109863281,333.7900085449219,336.7200012207031,331.42852783203125,23831000,306.9532000732422,,16.782632149397152
2021-11-15,337.5400085449219,337.8800048828125,334.0299987792969,336.07000732421875,330.78875732421875,16723000,307.6517999267578,,17.256039228651787
2021-11-16,335.67999267578125,340.6700134277344,335.510009765625,339.510009765625,334.1746520996094,20886800,308.4384002685547,,17.796442105343594
2021-11-17,338.94000244140625,342.19000244140625,338.0,339.1199951171875,334.4014587402344,19053400,309.2166003417969,,18.273616540497304
2021-11-18,338.17999267578125,342.45001220703125,337.1199951171875,341.2699890136719,336.52154541015625,22463500,310.0970001220703,,18.73978253578787
2021-11-19,342.6400146484375,345.1000061035156,342.20001220703125,343.1099853515625,338.3359069824219,21963400,311.045,,19.190627501887146
2021-11-22,344.6199951171875,349.6700134277344,339.54998779296875,339.8299865722656,335.1015625,31031100,311.9017999267578,,19.50408427066466
2021-11-23,337.04998779296875,339.45001220703125,333.55999755859375,337.67999267578125,332.98150634765625,30427600,312.659599609375,,19.75831654999586
2021-11-24,336.2799987792969,338.1600036621094,333.9100036621094,337.9100036621094,333.2082824707031,21661300,313.3213995361328,,20.042499392020616
2021-11-26,334.3500061035156,337.92999267578125,328.1199951171875,329.67999267578125,325.0928039550781,24217200,313.8105993652344,,20.13900287505988
2021-11-29,334.94000244140625,339.0299987792969,334.739990234375,336.6300048828125,331.94610595703125,28563500,314.54579956054687,,20.29011584958903
2021-11-30,335.32000732421875,337.7799987792969,328.989990234375,330.5899963378906,325.9901123046875,42885600,315.2715997314453,,20.199987532828818
2021-12-01,335.1300048828125,339.2799987792969,329.3900146484375,330.0799865722656,325.48724365234375,33337600,315.9771997070313,,20.086162959419777
2021-12-02,330.29998779296875,333.489990234375,327.79998779296875,329.489990234375,324.9054870605469,30766000,316.59539978027345,,20.01533447626306
2021-12-03,331.989990234375,332.70001220703125,318.0299987792969,323.010009765625,318.515625,41779300,317.06440002441406,,19.882312581891032
2021-12-06,323.95001220703125,327.45001220703125,319.2300109863281,326.19000244140625,321.6513671875,30032600,317.60119995117185,,19.756208265270807
2021-12-07,331.6400146484375,335.79998779296875,330.1000061035156,334.9200134277344,330.2599182128906,31021900,318.41619995117185,,19.609863217142454
2021-12-08,335.30999755859375,335.5,330.79998779296875,334.9700012207031,330.3092041015625,24761000,319.4452001953125,,19.08420158564292
2021-12-09,334.4100036621094,336.489990234375,332.1199951171875,333.1000061035156,328.4652404785156,22214200,320.4272003173828,,18.47668473080077
2021-12-10,334.9800109863281,343.0,334.7900085449219,342.5400085449219,337.7738952636719,38095700,321.63960021972656,,17.87752164192784
2021-12-13,340.67999267578125,343.7900085449219,339.0799865722656,339.3999938964844,334.67755126953125,28899400,322.6455999755859,,17.418432557757683
2021-12-14,333.2200012207031,334.6400146484375,324.1099853515625,328.3399963378906,323.7714538574219,44438700,323.5502001953125,,16.472075376994308
2021-12-15,328.6099853515625,335.19000244140625,324.5,334.6499938964844,329.9936218261719,35381100,324.4679998779297,,15.756996729828668
2021-12-16,335.7099914550781,336.760009765625,323.0199890136719,324.8999938964844,320.3793029785156,35034800,325.10380004882813,,15.09325690916595
2021-12-17,320.8800048828125,324.9200134277344,317.25,323.79998779296875,319.2945861816406,47750300,325.6827996826172,,14.450591154982797
2021-12-20,320.04998779296875,322.79998779296875,317.57000732421875,319.9100036621094,315.4587707519531,28326500,326.1839996337891,,13.778320442167162
2021-12-21,323.2900085449219,327.7300109863281,319.79998779296875,327.2900085449219,322.736083984375,24740600,326.84519958496094,,12.983954141753681
